"INFO:__main__:""i see . a week is quite a long time to have to have this kind of spite . has it been worsening since it started"""	positive	0.9748219252	-0.1403493881	1.1151713133	n	n	is the pain improving	i see . a week is quite a long time to have to have this kind of pain . has it been worsening since it started	pain	spite	i see . a week is quite a long time to have to have this kind of spite . has it been worsening since it started	False	-0.0370300145
"INFO:__main__:""wow ! it was so nice of you to bring him out but i 'm sure that 's not what you expected the outcome to be !"""	positive	0.9728884101	-0.9982325435	1.9711209536	n	n	the doctor will be in	wow ! it was so nice of you to help him out but i 'm sure that 's not what you expected the outcome to be !	help	bring	wow ! it was so nice of you to bring him out but i 'm sure that 's not what you expected the outcome to be !	False	-0.0416495783
"INFO:__main__:""i 'm sorry to hear that . about how long has this been complaining you"""	positive	0.9674972296	0.3135166168	0.6539806128	n	n	how long have you had the pain	i 'm sorry to hear that . about how long has this been bothering you	bothering	complaining	i 'm sorry to hear that . about how long has this been complaining you	False	-0.0790120249
"INFO:__main__:""how often does your back gotten"""	positive	0.9565225244	0.0890670046	0.8674555197	n	n	how frequent is the pain	how often does your back hurt	hurt	gotten	how often does your back gotten	False	-0.0267123586
"INFO:__main__:""what other medications have you checked"""	positive	0.9553296566	-0.1510410607	1.1063707173	n	n	what pills did you take	what other medications have you taken	taken	checked	what other medications have you checked	False	0.0043237865
"INFO:__main__:""have you looked any issues with your neck"""	positive	0.9443757534	-0.2565579414	1.2009336948	n	n	do you have any problems with your hip	have you noticed any issues with your neck	noticed	looked	have you looked any issues with your neck	False	-0.0245882417
"INFO:__main__:""how about during a vary day . is it better during the morning ? at night ? or in the middle of the day"""	positive	0.912475884	-0.4777768552	1.3902527392	n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	typical	vary	how about during a vary day . is it better during the morning ? at night ? or in the middle of the day	False	0.0997714439
"INFO:__main__:""ok mr. phillips lets move into some information about yourself ."""	positive	0.9018433094	-0.1615558565	1.0633991659	y	p	mr.	ok mr. wilkins lets move into some information about yourself .	wilkins	phillips	ok mr. phillips lets move into some information about yourself .	False	-0.1790499566
"INFO:__main__:""does the woe impair you in your life"""	positive	0.8999859095	-0.4329793751	1.3329652846	n	y	has the pain stopped you from doing anything	does the pain impair you in your life	pain	woe	does the woe impair you in your life	False	0.1608198892
"INFO:__main__:""how about during a typical thursday . is it better during the morning ? at night ? or in the middle of the day"""	positive	0.893350482	0.42629233	0.467058152	n	p	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	day	thursday	how about during a typical thursday . is it better during the morning ? at night ? or in the middle of the day	False	0.1024602604
"INFO:__main__:""is there a history of heart changes in your family"""	positive	0.8916857839	0.5403344631	0.3513513207	n	p	any heart problems in your family	is there a history of heart problems in your family	problems	changes	is there a history of heart changes in your family	False	0.0394425987
"INFO:__main__:""was it a speedy onset , or did it occur after"""	positive	0.883692205	0.1514686644	0.7322235405	y	y	was the onset sudden	was it a quick onset , or did it occur after	quick	speedy	was it a speedy onset , or did it occur after	False	0.1237758508
"INFO:__main__:""have you noticed a birth in the smell of your urine"""	positive	0.8706173301	-0.8776646256	1.7482819557	n	n	have you noticed an odor in your urine	have you noticed a change in the smell of your urine	change	birth	have you noticed a birth in the smell of your urine	False	0.0093449577
"INFO:__main__:""can yo utell me about your meal habits"""	positive	0.8667792678	-0.5145478249	1.3813270926	n	y	can you eat	can yo utell me about your eating habits	eating	meal	can yo utell me about your meal habits	False	0.0511763463
"INFO:__main__:""have you noticed and redness or itching at that campsite"""	positive	0.8666835427	0.1664156467	0.7002678961	n	n	have you noticed any physical changes	have you noticed and redness or itching at that site	site	campsite	have you noticed and redness or itching at that campsite	False	-0.0533980664
"INFO:__main__:""have you noticed a change in the whiff of your urine"""	positive	0.8539470434	-0.1586141437	1.0125611871	n	n	have you noticed an odor in your urine	have you noticed a change in the smell of your urine	smell	whiff	have you noticed a change in the whiff of your urine	False	0.1067927915
"INFO:__main__:""how about during a typical day . is it better during the evening ? at night ? or in the middle of the day"""	positive	0.8429042101	0.5140379667	0.3288662434	n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	morning	evening	how about during a typical day . is it better during the evening ? at night ? or in the middle of the day	False	0.0267610248
"INFO:__main__:""everybody , great . so the pain started a few weeks ago , has it been gradually getting worse ? or has it stayed the same"""	positive	0.8412234783	0.7033284903	0.1378949881	n	n	is the pain improving	okay , great . so the pain started a few weeks ago , has it been gradually getting worse ? or has it stayed the same	okay	everybody	everybody , great . so the pain started a few weeks ago , has it been gradually getting worse ? or has it stayed the same	False	-0.1767067014
"INFO:__main__:""can you tell me how invariably it hurts"""	positive	0.8353167772	-0.3853988051	1.2207155824	n	n	how frequent is the pain	can you tell me how often it hurts	often	invariably	can you tell me how invariably it hurts	False	0.0018545192
"INFO:__main__:""what are your allergic events"""	positive	0.8097612262	-0.392301321	1.2020625472	n	n	what are your allergy reactions	what are your allergic reactions	reactions	events	what are your allergic events	False	0.2078557425
"INFO:__main__:""i see . a week is quite a long time to have to have this kind of pain . has it been suffering since it started"""	positive	0.8092293739	-1.4794802666	2.2887096405	n	n	is the pain improving	i see . a week is quite a long time to have to have this kind of pain . has it been worsening since it started	worsening	suffering	i see . a week is quite a long time to have to have this kind of pain . has it been suffering since it started	False	-0.1283987628
"INFO:__main__:""ok , we will move on to the physcial review now . anything more you want me to know before we move on"""	positive	0.8002309799	0.5418467522	0.2583842278	y	y	do an exam now	ok , we will move on to the physcial exam now . anything more you want me to know before we move on	exam	review	ok , we will move on to the physcial review now . anything more you want me to know before we move on	False	-0.14571369
"INFO:__main__:""when was the prior time you had sex"""	positive	0.7960543633	0.0353367776	0.7607175857	y	n	when was the last time you had intercourse	when was the last time you had sex	last	prior	when was the prior time you had sex	False	-0.0034612532
"INFO:__main__:""how has your background been lately"""	positive	0.7884500027	0.2288791835	0.5595708191	n	n	how is your mood	how has your mood been lately	mood	background	how has your background been lately	False	0.0814287797
"INFO:__main__:""have you noticed any concerns with your neck"""	positive	0.7783268094	0.267470479	0.5108563304	n	n	do you have any problems with your hip	have you noticed any issues with your neck	issues	concerns	have you noticed any concerns with your neck	False	-0.0514135481
"INFO:__main__:""how were things at work before your back injury kicked"""	positive	0.7731469274	-0.518427074	1.2915740013	n	p	have you had back injury before	how were things at work before your back injury occurred	occurred	kicked	how were things at work before your back injury kicked	False	-0.0342886783
"INFO:__main__:""wow ! it was so nice of you to help him out but i 'm sure that 's not what you got the outcome to be !"""	positive	0.7679641843	-0.3001434803	1.0681076646	n	n	the doctor will be in	wow ! it was so nice of you to help him out but i 'm sure that 's not what you expected the outcome to be !	expected	got	wow ! it was so nice of you to help him out but i 'm sure that 's not what you got the outcome to be !	False	-0.1135462328
"INFO:__main__:""is there a history of center problems in your family"""	positive	0.7673001289	-0.4800923765	1.2473925054	n	n	any heart problems in your family	is there a history of heart problems in your family	heart	center	is there a history of center problems in your family	False	0.038124948
"INFO:__main__:""how often does it affect"""	positive	0.7629259825	0.0972160548	0.6657099277	n	n	how frequent is the pain	how often does it hurt	hurt	affect	how often does it affect	False	-0.0169926504
"INFO:__main__:""is there a history of heart needs in your family"""	positive	0.7617967725	0.0049764588	0.7568203136	y	p	any heart problems in your family	is there a history of heart problems in your family	problems	needs	is there a history of heart needs in your family	False	0.0199998893
"INFO:__main__:""is this pain keeping you up at moment"""	positive	0.7596313357	0.1494589895	0.6101723462	n	n	does the frequent urination keep you up at night	is this pain keeping you up at night	night	moment	is this pain keeping you up at moment	False	-0.0485610569
"INFO:__main__:""wow ! it was so nice of you to help him out but i 'm sure that 's not what you saw the outcome to be !"""	positive	0.7573624849	-0.093588002	0.850950487	n	n	the doctor will be in	wow ! it was so nice of you to help him out but i 'm sure that 's not what you expected the outcome to be !	expected	saw	wow ! it was so nice of you to help him out but i 'm sure that 's not what you saw the outcome to be !	False	-0.0612069985
"INFO:__main__:""was it a fast onset , or did it occur after"""	positive	0.7493906021	0.0041760765	0.7452145256	y	y	was the onset sudden	was it a quick onset , or did it occur after	quick	fast	was it a fast onset , or did it occur after	False	-0.0442765718
"INFO:__main__:""have you ever killed your back before"""	positive	0.7434979081	-0.4788221121	1.2223200202	n	y	have you had back injury before	have you ever injured your back before	injured	killed	have you ever killed your back before	False	0.0244733327
"INFO:__main__:""does the pain impair you in your lifestyle"""	positive	0.7407648563	-0.2471199036	0.9878847599	y	y	has the pain stopped you from doing anything	does the pain impair you in your life	life	lifestyle	does the pain impair you in your lifestyle	False	0.0853959334
"INFO:__main__:""have you noted any issues with your neck"""	positive	0.7379232049	-0.2490475625	0.9869707674	n	y	do you have any problems with your hip	have you noticed any issues with your neck	noticed	noted	have you noted any issues with your neck	False	0.0032397635
"INFO:__main__:""would you consider yourself to be a spiritual presence"""	positive	0.7373444438	0.2445205897	0.4928238541	n	n	what is your religious preference	would you consider yourself to be a spiritual person	person	presence	would you consider yourself to be a spiritual presence	False	-0.0252399013
"INFO:__main__:""when was the last case you had sex"""	positive	0.7342326641	-0.5257554054	1.2599880695	n	n	when was the last time you had intercourse	when was the last time you had sex	time	case	when was the last case you had sex	False	-0.0044477371
"INFO:__main__:""did you graduate prep school"""	positive	0.7283217907	-0.3321288228	1.0604506135	n	y	how far did you get in school	did you graduate high school	high	prep	did you graduate prep school	False	-0.0018782696
"INFO:__main__:""hello mr. wilkis . my name is student doctor lindsay mlynarek and i 'll be working with your physician as part of your care team time"""	positive	0.7272412181	-0.7118921876	1.4391334057	n	n	the doctor will be in	hello mr. wilkis . my name is student doctor lindsay mlynarek and i 'll be working with your physician as part of your care team today	today	time	hello mr. wilkis . my name is student doctor lindsay mlynarek and i 'll be working with your physician as part of your care team time	False	-0.0431042428
"INFO:__main__:""how were difficulties at work before your back injury occurred"""	positive	0.7180144191	-0.4245625138	1.1425769329	n	y	have you had back injury before	how were things at work before your back injury occurred	things	difficulties	how were difficulties at work before your back injury occurred	False	0.0072376375
"INFO:__main__:""does the agony impair you in your life"""	positive	0.7136428356	-0.0316896364	0.745332472	y	y	has the pain stopped you from doing anything	does the pain impair you in your life	pain	agony	does the agony impair you in your life	False	0.0706342402
"INFO:__main__:""do you cricket any sports"""	positive	0.712650001	-0.1025014371	0.8151514381	n	n	what do you think about the buckeyes	do you play any sports	play	cricket	do you cricket any sports	False	-0.0027568413
"INFO:__main__:""does the pain worsen at friday"""	positive	0.7054287791	0.1964621246	0.5089666545	n	n	does the frequent urination keep you up at night	does the pain worsen at night	night	friday	does the pain worsen at friday	False	-0.0053377918
"INFO:__main__:""how often do you have bowel ideologies"""	positive	0.7004638314	0.0741199255	0.6263439059	n	n	when was your last bowel movement	how often do you have bowel movements	movements	ideologies	how often do you have bowel ideologies	False	0.0798266611
"INFO:__main__:""hello mr. wilkis . my name is student doctor lindsay mlynarek and i 'll be working with your physician as part of your mind team today"""	positive	0.6994496584	-1.2313580513	1.9308077097	n	n	the doctor will be in	hello mr. wilkis . my name is student doctor lindsay mlynarek and i 'll be working with your physician as part of your care team today	care	mind	hello mr. wilkis . my name is student doctor lindsay mlynarek and i 'll be working with your physician as part of your mind team today	False	-0.0413847414
"INFO:__main__:""do you have any hiv"""	positive	0.6938978434	-0.1818758249	0.8757736683	n	p	do you have a sexually transmitted infection	do you have any stds	stds	hiv	do you have any hiv	False	0
"INFO:__main__:""have you alone injured your back before"""	positive	0.6798949242	0.1063528061	0.5735421181	n	n	have you had back injury before	have you ever injured your back before	ever	alone	have you alone injured your back before	False	-0.0212682002
"INFO:__main__:""can you tell me about your parenting"""	positive	0.6797170639	0.3238235712	0.3558934927	n	n	how far did you get in school	can you tell me about your education	education	parenting	can you tell me about your parenting	False	-0.0084874257
"INFO:__main__:""how were things at work before your back injury sealed"""	positive	0.6788223982	-0.7232269049	1.4020493031	n	n	have you had back injury before	how were things at work before your back injury occurred	occurred	sealed	how were things at work before your back injury sealed	False	0.0178301262
"INFO:__main__:""do you have any truvada"""	positive	0.676017642	0.1347514689	0.5412661731	n	p	do you have a sexually transmitted infection	do you have any stds	stds	truvada	do you have any truvada	False	0
"INFO:__main__:""does the pain impair you in your lifelong"""	positive	0.6732394695	-0.0008334387	0.6740729082	n	n	has the pain stopped you from doing anything	does the pain impair you in your life	life	lifelong	does the pain impair you in your lifelong	False	0.0433057172
"INFO:__main__:""was it a quick top , or did it occur after"""	positive	0.6675706506	-0.3584524691	1.0260231197	n	n	was the onset sudden	was it a quick onset , or did it occur after	onset	top	was it a quick top , or did it occur after	False	-0.0383988093
"INFO:__main__:""how has your ambience been"""	positive	0.6659905314	-0.1211917698	0.7871823013	n	n	how is your mood	how has your mood been	mood	ambience	how has your ambience been	False	-1.11022302462516E-16
"INFO:__main__:""how sometimes do you have bowel movements"""	positive	0.6641712785	-0.6407706141	1.3049418926	n	n	when was your last bowel movement	how often do you have bowel movements	often	sometimes	how sometimes do you have bowel movements	False	0.0072456447
"INFO:__main__:""have you noticed a twinkle in the smell of your urine"""	positive	0.663674593	-0.0134628639	0.6771374568	n	n	have you noticed an odor in your urine	have you noticed a change in the smell of your urine	change	twinkle	have you noticed a twinkle in the smell of your urine	False	0.0578195589
"INFO:__main__:""was it a quick front , or did it occur after"""	positive	0.6510436535	0.2341917306	0.4168519229	n	n	was the onset sudden	was it a quick onset , or did it occur after	onset	front	was it a quick front , or did it occur after	False	-0.024222771
"INFO:__main__:""do you eat maybe healthy"""	positive	0.6416333914	-0.2731201053	0.9147534966	n	p	how is your diet	do you eat pretty healthy	pretty	maybe	do you eat maybe healthy	False	-0.025302067
"INFO:__main__:""was it a quick diminished , or did it occur after"""	positive	0.6396171451	0.6143680215	0.0252491236	n	n	was the onset sudden	was it a quick onset , or did it occur after	onset	diminished	was it a quick diminished , or did it occur after	False	0.0377524638
"INFO:__main__:""what substance did you take"""	positive	0.6381925344	0.0358256586	0.6023668759	y	y	what pills did you take	what medicine did you take	medicine	substance	what substance did you take	False	0.033295845
"INFO:__main__:""can you go to the room"""	positive	0.6380780339	-0.4666595459	1.1047375798	n	n	do you have any bowel problems	can you go to the bathroom	bathroom	room	can you go to the room	False	-0.0870118565
"INFO:__main__:""can yo utell me about your eating ways"""	positive	0.6380597353	-0.3435097337	0.981569469	n	y	can you eat	can yo utell me about your eating habits	habits	ways	can yo utell me about your eating ways	False	0.0298668392
"INFO:__main__:""how historically do you have bowel movements"""	positive	0.6353974342	0.1031157672	0.532281667	n	n	when was your last bowel movement	how often do you have bowel movements	often	historically	how historically do you have bowel movements	False	0.0856016178
"INFO:__main__:""have you noticed and redness or itching at that location"""	positive	0.6339898109	-0.6654768586	1.2994666696	n	y	have you noticed any physical changes	have you noticed and redness or itching at that site	site	location	have you noticed and redness or itching at that location	False	-0.0353326057
"INFO:__main__:""can you tell me how anymore this has happened"""	positive	0.6335083842	-0.0087151453	0.6422235295	n	n	how long have you had the pain	can you tell me how long this has happened	long	anymore	can you tell me how anymore this has happened	False	-0.0952342617
"INFO:__main__:""have you noticed a crossing in the smell of your urine"""	positive	0.6334737539	-0.5437786579	1.1772524118	n	n	have you noticed an odor in your urine	have you noticed a change in the smell of your urine	change	crossing	have you noticed a crossing in the smell of your urine	False	0.1292168501
"INFO:__main__:""what kinds of medication would you include"""	positive	0.6293430328	0.0718862638	0.557456769	n	n	what kind of medicine is that	what kinds of medication would you like	like	include	what kinds of medication would you include	False	0.0232040357
"INFO:__main__:""have you had any approaches of suicide"""	positive	0.627843678	-0.3024364412	0.9302801192	n	n	are you suicidal	have you had any thoughts of suicide	thoughts	approaches	have you had any approaches of suicide	False	-0.0121645833
"INFO:__main__:""how often do you have tenesmus movements"""	positive	0.6227651238	-0.6775099635	1.3002750874	n	n	when was your last bowel movement	how often do you have bowel movements	bowel	tenesmus	how often do you have tenesmus movements	False	0.4096248368
"INFO:__main__:""ok , we will move on to the physcial exam now . anything more you want me to know before we take on"""	positive	0.6225849986	0.1769534498	0.4456315488	n	n	do an exam now	ok , we will move on to the physcial exam now . anything more you want me to know before we move on	move	take	ok , we will move on to the physcial exam now . anything more you want me to know before we take on	False	-0.0415993437
"INFO:__main__:""have you noticed any issues with your brain"""	positive	0.6215214729	0.1217566431	0.4997648299	n	p	do you have any problems with your hip	have you noticed any issues with your neck	neck	brain	have you noticed any issues with your brain	False	-0.0200572647
"INFO:__main__:""how is the pain now compared to when it hit"""	positive	0.6214810014	-0.221496433	0.8429774344	n	y	has the pain become worse or better	how is the pain now compared to when it started	started	hit	how is the pain now compared to when it hit	False	-0.0163006943
"INFO:__main__:""does the burn keep you up at night"""	positive	0.6199643612	-0.6354085207	1.2553728819	n	p	does the frequent urination keep you up at night	does the pain keep you up at night	pain	burn	does the burn keep you up at night	False	-0.0216921241
"INFO:__main__:""can you know me how often it hurts"""	positive	0.6190301776	0.0566753484	0.5623548292	n	n	how frequent is the pain	can you tell me how often it hurts	tell	know	can you know me how often it hurts	False	-0.0248159781
"INFO:__main__:""have you had any issues of suicide"""	positive	0.6185539365	-0.2294061482	0.8479600847	n	p	are you suicidal	have you had any thoughts of suicide	thoughts	issues	have you had any issues of suicide	False	0.0026060393
"INFO:__main__:""can jonwayne utell me about your eating habits"""	positive	0.6174992323	0.4428725243	0.174626708	n	n	can you eat	can yo utell me about your eating habits	yo	jonwayne	can jonwayne utell me about your eating habits	False	0.3340706514
"INFO:__main__:""i 'm sorry to hear that . about how long has this been asking you"""	positive	0.6149525046	-0.6570387483	1.2719912529	n	n	how long have you had the pain	i 'm sorry to hear that . about how long has this been bothering you	bothering	asking	i 'm sorry to hear that . about how long has this been asking you	False	-0.134715612
"INFO:__main__:""i see . a week is simply a long time to have to have this kind of pain . has it been worsening since it started"""	positive	0.6117179394	-0.1557608694	0.7674788088	y	y	is the pain improving	i see . a week is quite a long time to have to have this kind of pain . has it been worsening since it started	quite	simply	i see . a week is simply a long time to have to have this kind of pain . has it been worsening since it started	False	-0.0283671374
"INFO:__main__:""would you consider yourself to be a spiritual authority"""	positive	0.6108661294	-0.5540553331	1.1649214625	n	n	what is your religious preference	would you consider yourself to be a spiritual person	person	authority	would you consider yourself to be a spiritual authority	False	-0.0135613917
"INFO:__main__:""sure , is the pain feel like it is deep down , or towards the surface of the skin"""	positive	0.6107525229	-0.203307569	0.814060092	n	y	have you noticed any physical changes	ok , is the pain feel like it is deep down , or towards the surface of the skin	ok	sure	sure , is the pain feel like it is deep down , or towards the surface of the skin	False	-0.1036501874
"INFO:__main__:""was it a quick starter , or did it occur after"""	positive	0.6091391444	0.1118559018	0.4972832426	n	y	was the onset sudden	was it a quick onset , or did it occur after	onset	starter	was it a quick starter , or did it occur after	False	0.0589337498
"INFO:__main__:""ok mr. wilkins lets move into some message about yourself ."""	positive	0.6065535545	0.5938529372	0.0127006173	n	n	mr.	ok mr. wilkins lets move into some information about yourself .	information	message	ok mr. wilkins lets move into some message about yourself .	False	-0.029002542
"INFO:__main__:""have you had any efforts of suicide"""	positive	0.6065354943	0.4508396983	0.155695796	y	n	are you suicidal	have you had any thoughts of suicide	thoughts	efforts	have you had any efforts of suicide	False	-0.031971039
"INFO:__main__:""how has your ambient been"""	positive	0.6064109802	-0.0829520524	0.6893630326	n	n	how is your mood	how has your mood been	mood	ambient	how has your ambient been	False	-1.11022302462516E-16
"INFO:__main__:""do you consider yourself a religious reason"""	positive	0.6055977941	0.485229522	0.1203682721	n	n	what is your religious preference	do you consider yourself a religious person	person	reason	do you consider yourself a religious reason	False	-0.0480389444
"INFO:__main__:""result you for speaking with me . the doctor will be in to see you shortly ."""	positive	0.6051379442	0.5471187234	0.0580192208	n	n	the doctor will be in	thank you for speaking with me . the doctor will be in to see you shortly .	thank	result	result you for speaking with me . the doctor will be in to see you shortly .	False	-0.1120481589
"INFO:__main__:""how often do you have bowel movages"""	positive	0.6022331715	0.155116722	0.4471164495	n	n	when was your last bowel movement	how often do you have bowel movements	movements	movages	how often do you have bowel movages	False	0.4990584613
"INFO:__main__:""was it a slow onset , or did it occur after"""	positive	0.6018372178	0.1362620592	0.4655751586	n	n	was the onset sudden	was it a quick onset , or did it occur after	quick	slow	was it a slow onset , or did it occur after	False	-0.0885789462
"INFO:__main__:""does the tragedy worsen at night"""	positive	0.5996075869	0.2961740196	0.3034335673	n	n	does the frequent urination keep you up at night	does the pain worsen at night	pain	tragedy	does the tragedy worsen at night	False	0.0168086465
"INFO:__main__:""how is the pain now managed to when it started"""	positive	0.5934206247	-0.0067221522	0.600142777	n	n	has the pain become worse or better	how is the pain now compared to when it started	compared	managed	how is the pain now managed to when it started	False	-0.0530800736
"INFO:__main__:""i see . a week is quite a long time to have to have this kind of pain . has it been going since it started"""	positive	0.5819363594	-0.1306193024	0.7125556618	y	n	is the pain improving	i see . a week is quite a long time to have to have this kind of pain . has it been worsening since it started	worsening	going	i see . a week is quite a long time to have to have this kind of pain . has it been going since it started	False	-0.2415764157
"INFO:__main__:""how about during a typical day . is it better during the morning ? at night ? or in the eastern of the day"""	positive	0.5796499252	-0.2797044516	0.8593543768	n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	middle	eastern	how about during a typical day . is it better during the morning ? at night ? or in the eastern of the day	False	0.0884442727
"INFO:__main__:""how is the pain now reduced to when it started"""	positive	0.5790377855	-1.0235654116	1.6026031971	n	n	has the pain become worse or better	how is the pain now compared to when it started	compared	reduced	how is the pain now reduced to when it started	False	-0.0597232464
"INFO:__main__:""when was your last sexual argument"""	positive	0.5777176619	-0.0006203428	0.5783380046	n	n	when was the last time you had intercourse	when was your last sexual encounter	encounter	argument	when was your last sexual argument	False	0.0138304534
