n	y	are you suicidal	do you ever think about hurting yourself or others	ever	neither	do you neither think about hurting yourself or others	False	-0.005592413
n	n	are you suicidal	do you ever think about hurting yourself or others	think	sure	do you ever sure about hurting yourself or others	False	-0.0017822836
n	n	are you suicidal	have you had any thoughts of suicide	thoughts	lines	have you had any lines of suicide	False	-0.0012353863
y	n	are you suicidal	have you had any thoughts of suicide	thoughts	talks	have you had any talks of suicide	False	-0.0007609236
n	p	are you suicidal	have you had any thoughts of suicide	thoughts	images	have you had any images of suicide	False	0.0004068694
n	n	are you suicidal	do you ever think about hurting yourself or others	hurting	complaining	do you ever think about complaining yourself or others	False	0.0013868166
n	n	are you suicidal	have you had any thoughts of suicide	thoughts	connections	have you had any connections of suicide	False	0.0023324318
n	n	are you suicidal	do you ever think about hurting yourself or others	think	know	do you ever know about hurting yourself or others	False	0.0025701585
n	p	are you suicidal	have you had any thoughts of suicide	thoughts	issues	have you had any issues of suicide	False	0.0026060393
n	n	are you suicidal	have you had any thoughts of suicide	thoughts	positions	have you had any positions of suicide	False	0.0033853415
n	n	are you suicidal	do you ever think about hurting yourself or others	think	want	do you ever want about hurting yourself or others	False	0.004802507
n	n	are you suicidal	have you had any thoughts of suicide	thoughts	comments	have you had any comments of suicide	False	0.0057976904
y	y	are you suicidal	do you ever think about hurting yourself or others	others	kids	do you ever think about hurting yourself or kids	False	0.0072952255
n	n	are you suicidal	have you had any thoughts of suicide	thoughts	stories	have you had any stories of suicide	False	0.0076734491
n	n	are you suicidal	have you had any thoughts of suicide	thoughts	findings	have you had any findings of suicide	False	0.0096840162
y	y	are you suicidal	do you ever think about hurting yourself or others	ever	not	do you not think about hurting yourself or others	False	0.0103651049
n	p	are you suicidal	have you had any thoughts of suicide	thoughts	grounds	have you had any grounds of suicide	False	0.0109347898
y	y	are you suicidal	do you ever think about hurting yourself or others	others	people	do you ever think about hurting yourself or people	False	0.0116333005
n	n	are you suicidal	have you had any thoughts of suicide	thoughts	marks	have you had any marks of suicide	False	0.011863055
n	n	are you suicidal	do you ever think about hurting yourself or others	ever	nowhere	do you nowhere think about hurting yourself or others	False	0.0130838159
n	n	are you suicidal	have you had any thoughts of suicide	thoughts	studies	have you had any studies of suicide	False	0.0133027896
y	n	are you suicidal	do you ever think about hurting yourself or others	others	problems	do you ever think about hurting yourself or problems	False	0.0141308619
y	p	are you suicidal	have you had any thoughts of suicide	thoughts	aspects	have you had any aspects of suicide	False	0.0180247036
n	n	are you suicidal	have you had any thoughts of suicide	suicide	ideation	have you had any thoughts of ideation	False	0.0188197648
n	n	are you suicidal	do you ever think about hurting yourself or others	others	concerns	do you ever think about hurting yourself or concerns	False	0.0205255825
n	n	are you suicidal	do you ever think about hurting yourself or others	hurting	troubling	do you ever think about troubling yourself or others	False	0.0207855858
n	y	are you suicidal	have you had any thoughts of suicide	thoughts	experiences	have you had any experiences of suicide	False	0.0219967536
n	n	are you suicidal	have you had any thoughts of suicide	thoughts	arguments	have you had any arguments of suicide	False	0.0244671718
y	y	what concerns you about the pain	okay , are you afraid that this may be something in particular	okay	sure	sure , are you afraid that this may be something in particular	False	-0.1968480119
n	n	what concerns you about the pain	okay , are you afraid that this may be something in particular	okay	everybody	everybody , are you afraid that this may be something in particular	False	-0.1563001084
n	n	what concerns you about the pain	does it bother you at specific locations or times	bother	sure	does it sure you at specific locations or times	False	-0.1355131752
n	n	what concerns you about the pain	does it bother you at specific locations or times	bother	know	does it know you at specific locations or times	False	-0.1318241952
n	n	what concerns you about the pain	okay , are you afraid that this may be something in particular	okay	somebody	somebody , are you afraid that this may be something in particular	False	-0.130989494
y	y	what concerns you about the pain	ok , and that concerns you because you ca n't work	ok	sure	sure , and that concerns you because you ca n't work	False	-0.1113138202
n	n	what concerns you about the pain	interesting . before we talk about that , is there anything else that concerns you about your health	interesting	talking	talking . before we talk about that , is there anything else that concerns you about your health	False	-0.104811223
n	n	what concerns you about the pain	interesting . before we talk about that , is there anything else that concerns you about your health	health	attention	interesting . before we talk about that , is there anything else that concerns you about your attention	False	-0.1047936931
y	y	what concerns you about the pain	interesting . before we talk about that , is there anything else that concerns you about your health	health	situation	interesting . before we talk about that , is there anything else that concerns you about your situation	False	-0.0931560817
y	n	what concerns you about the pain	okay , are you afraid that this may be something in particular	okay	ok	ok , are you afraid that this may be something in particular	False	-0.0871134181
n	n	what concerns you about the pain	ok , and that concerns you because you ca n't work	work	come	ok , and that concerns you because you ca n't come	False	-0.0846441641
n	y	what concerns you about the pain	what concerns you about your back pain this time	concerns	gets	what gets you about your back pain this time	False	-0.0844350254
n	n	what concerns you about the pain	what concerns you about your back pain this time	concerns	goes	what goes you about your back pain this time	False	-0.0830644133
n	n	what concerns you about the pain	what concerns you about your back pain this time	concerns	comes	what comes you about your back pain this time	True	-0.081935654
n	n	what concerns you about the pain	what concerns you about your back pain this time	concerns	takes	what takes you about your back pain this time	False	-0.0799692619
n	y	what concerns you about the pain	does it bother you at specific locations or times	bother	worry	does it worry you at specific locations or times	False	-0.0791073565
n	n	what concerns you about the pain	ok , and that concerns you because you ca n't work	work	get	ok , and that concerns you because you ca n't get	False	-0.078060862
y	y	what concerns you about the pain	okay , are you afraid that this may be something in particular	okay	sorry	sorry , are you afraid that this may be something in particular	False	-0.074697209
n	p	what concerns you about the pain	ok , and that concerns you because you ca n't work	work	go	ok , and that concerns you because you ca n't go	False	-0.0727953619
n	n	what concerns you about the pain	interesting . before we talk about that , is there anything else that concerns you about your health	interesting	dealing	dealing . before we talk about that , is there anything else that concerns you about your health	False	-0.0714881854
n	n	what concerns you about the pain	what concerns you about your back pain this time	concerns	keeps	what keeps you about your back pain this time	False	-0.07143102
n	n	what concerns you about the pain	ok , and that concerns you because you ca n't work	work	make	ok , and that concerns you because you ca n't make	False	-0.0694547166
n	n	what concerns you about the pain	ok , and that concerns you because you ca n't work	work	take	ok , and that concerns you because you ca n't take	False	-0.0685460082
n	n	what concerns you about the pain	what concerns you about your back pain this time	concerns	means	what means you about your back pain this time	False	-0.0640073589
n	p	what concerns you about the pain	does it bother you at specific locations or times	bother	spite	does it spite you at specific locations or times	False	-0.0624861371
n	n	what concerns you about the pain	ok , and that concerns you because you ca n't work	work	turn	ok , and that concerns you because you ca n't turn	False	-0.0622871824
y	y	what concerns you about the pain	what are you most worried about when it comes to this injury	injury	burden	what are you most worried about when it comes to this burden	False	-0.0608950112
y	y	what concerns you about the pain	what are you most worried about when it comes to this injury	injury	suffering	what are you most worried about when it comes to this suffering	False	-0.0600705857
n	p	what concerns you about the pain	ok , and that concerns you because you ca n't work	work	do	ok , and that concerns you because you ca n't do	False	-0.059195217
n	n	what concerns you about the pain	what concerns you about your back pain this time	concerns	's	what 's you about your back pain this time	False	-0.0584084125
n	n	what concerns you about the pain	ok , and that concerns you because you ca n't work	work	put	ok , and that concerns you because you ca n't put	False	-0.0579303992
n	n	what concerns you about the pain	what concerns you about your back pain this time	concerns	makes	what makes you about your back pain this time	False	-0.0572956896
n	p	what concerns you about the pain	what concerns you about your back pain this time	concerns	happens	what happens you about your back pain this time	False	-0.0572218373
n	p	what concerns you about the pain	ok , and that concerns you because you ca n't work	work	give	ok , and that concerns you because you ca n't give	False	-0.0553760129
n	n	what concerns you about the pain	what concerns you about your back pain this time	concerns	seems	what seems you about your back pain this time	False	-0.0540722216
n	n	what concerns you about the pain	what concerns you about your back pain this time	concerns	needs	what needs you about your back pain this time	False	-0.0540154646
n	n	what concerns you about the pain	what are you most worried about when it comes to this injury	injury	victim	what are you most worried about when it comes to this victim	False	-0.0516909695
n	n	what concerns you about the pain	what concerns you about your back pain this time	concerns	puts	what puts you about your back pain this time	False	-0.0512926406
n	y	what concerns you about the pain	interesting . before we talk about that , is there anything else that concerns you about your health	health	quality	interesting . before we talk about that , is there anything else that concerns you about your quality	False	-0.0485497779
n	n	what concerns you about the pain	ok , and that concerns you because you ca n't work	work	happen	ok , and that concerns you because you ca n't happen	False	-0.0460108215
n	y	what concerns you about the pain	ok , and that concerns you because you ca n't work	work	move	ok , and that concerns you because you ca n't move	False	-0.0442801857
y	y	having mood changes	any emotional swings	swings	disturbances	any emotional disturbances	False	-0.0346230247
n	n	having mood changes	any emotional swings	emotional	noticeable	any noticeable swings	False	-0.0332565221
y	p	having mood changes	any emotional swings	swings	shocks	any emotional shocks	False	-0.0238032671
y	p	having mood changes	any emotional swings	swings	uncertainties	any emotional uncertainties	False	0.0046313786
n	n	having mood changes	any emotional swings	emotional	susceptible	any susceptible swings	False	0.0054760376
n	n	having mood changes	any emotional swings	emotional	appreciable	any appreciable swings	False	0.0077505103
n	n	having mood changes	any emotional swings	emotional	significant	any significant swings	False	0.0088544511
n	y	having mood changes	any emotional swings	swings	jitters	any emotional jitters	False	0.0171319585
y	n	having mood changes	any emotional swings	swings	vicissitudes	any emotional vicissitudes	False	0.0229141657
y	n	having mood changes	any emotional swings	swings	leaps	any emotional leaps	False	0.0256379864
n	p	having mood changes	any emotional swings	emotional	substantial	any substantial swings	False	0.0356268195
y	p	having mood changes	any emotional swings	swings	vagaries	any emotional vagaries	False	0.0383109301
y	p	having mood changes	any emotional swings	swings	upheavals	any emotional upheavals	False	0.041151747
y	n	having mood changes	any emotional swings	swings	trends	any emotional trends	False	0.0423414475
n	n	having mood changes	any emotional swings	emotional	sensitive	any sensitive swings	False	0.0455075332
n	n	having mood changes	any emotional swings	emotional	delicate	any delicate swings	False	0.0456476375
n	n	having mood changes	any emotional swings	emotional	perceptible	any perceptible swings	False	0.0474617422
y	p	having mood changes	any emotional swings	swings	transformations	any emotional transformations	False	0.047732151
n	p	having mood changes	any emotional swings	swings	trials	any emotional trials	False	0.0491420804
n	n	having mood changes	any emotional swings	emotional	fragile	any fragile swings	False	0.0718873699
n	n	having mood changes	any emotional swings	emotional	sensible	any sensible swings	False	0.0736226526
y	y	having mood changes	any emotional swings	swings	instabilities	any emotional instabilities	False	0.0855996095
n	n	having mood changes	any emotional swings	swings	bounces	any emotional bounces	False	0.0867866868
n	n	having mood changes	any emotional swings	emotional	touchy	any touchy swings	False	0.0869432536
n	n	having mood changes	any emotional swings	emotional	empathy	any empathy swings	False	0.0960866255
y	n	having mood changes	any emotional swings	emotional	emotive	any emotive swings	False	0.0986184119
n	n	having mood changes	any emotional swings	emotional	responsive	any responsive swings	False	0.1045151782
n	n	having mood changes	any emotional swings	emotional	sympathetic	any sympathetic swings	False	0.1127743682
n	n	having mood changes	any emotional swings	emotional	material	any material swings	False	0.1160314316
n	n	having mood changes	any emotional swings	emotional	insensitive	any insensitive swings	False	0.1170626844
y	y	having mood changes	any emotional swings	swings	wobbles	any emotional wobbles	False	0.1230231923
n	p	having mood changes	any emotional swings	emotional	empathetic	any empathetic swings	False	0.1334723886
n	n	having mood changes	any emotional swings	emotional	appreciative	any appreciative swings	False	0.1347808636
y	y	having mood changes	any emotional swings	swings	sways	any emotional sways	False	0.1464832458
y	y	having mood changes	any emotional swings	swings	tumbles	any emotional tumbles	False	0.152792218
y	y	how long have you had the pain	okay . and how long has it been hurting	okay	sure	sure . and how long has it been hurting	False	-0.166360552
n	n	how long have you had the pain	how long has your back been hurting	hurting	getting	how long has your back been getting	False	-0.1457897571
n	n	how long have you had the pain	okay . and how long has it been hurting	okay	everybody	everybody . and how long has it been hurting	False	-0.1405489861
n	n	how long have you had the pain	okay , i 'm sorry to hear that . about how long has the pain persisted	okay	everybody	everybody , i 'm sorry to hear that . about how long has the pain persisted	False	-0.1349675873
n	n	how long have you had the pain	i 'm sorry to hear that . about how long has this been bothering you	bothering	asking	i 'm sorry to hear that . about how long has this been asking you	False	-0.134715612
n	n	how long have you had the pain	okay . and how long has it been hurting	hurting	getting	okay . and how long has it been getting	False	-0.1316684178
n	n	how long have you had the pain	how long has your back been hurting	hurting	trying	how long has your back been trying	False	-0.1206912963
n	n	how long have you had the pain	how long has your back pain been bothering you	bothering	suffering	how long has your back pain been suffering you	False	-0.1206701564
n	n	how long have you had the pain	okay . and how long has it been hurting	okay	somebody	somebody . and how long has it been hurting	False	-0.1068727153
n	n	how long have you had the pain	okay , i 'm sorry to hear that . about how long has the pain persisted	okay	somebody	somebody , i 'm sorry to hear that . about how long has the pain persisted	False	-0.0993419208
n	n	how long have you had the pain	can you tell me how long this has happened	long	anymore	can you tell me how anymore this has happened	False	-0.0952342617
n	n	how long have you had the pain	can you tell me how long this has happened	long	certainly	can you tell me how certainly this has happened	False	-0.0941300892
n	n	how long have you had the pain	how long has your back been hurting	hurting	letting	how long has your back been letting	False	-0.0917708477
n	n	how long have you had the pain	can you tell me how long this has happened	long	nowhere	can you tell me how nowhere this has happened	False	-0.0865802865
n	y	how long have you had the pain	how long have you been experiencing back pain	experiencing	seeing	how long have you been seeing back pain	False	-0.0860519816
n	n	how long have you had the pain	how long has your back pain been bothering you	bothering	complaining	how long has your back pain been complaining you	False	-0.0857229704
y	y	how long have you had the pain	okay , i 'm sorry to hear that . about how long has the pain persisted	okay	sorry	sorry , i 'm sorry to hear that . about how long has the pain persisted	True	-0.0841889556
n	n	how long have you had the pain	okay . and how long has it been hurting	hurting	trying	okay . and how long has it been trying	False	-0.0826245233
n	n	how long have you had the pain	okay . and how long has it been hurting	long	anymore	okay . and how anymore has it been hurting	False	-0.0813097138
n	n	how long have you had the pain	can you tell me how long this has happened	long	still	can you tell me how still this has happened	False	-0.0808897139
n	n	how long have you had the pain	okay . and how long has it been hurting	hurting	letting	okay . and how long has it been letting	False	-0.0792572034
n	n	how long have you had the pain	i 'm sorry to hear that . about how long has this been bothering you	bothering	complaining	i 'm sorry to hear that . about how long has this been complaining you	False	-0.0790120249
n	y	how long have you had the pain	okay . and how long has it been hurting	okay	ok	ok . and how long has it been hurting	False	-0.0765153572
n	n	how long have you had the pain	okay . and how long has it been hurting	long	certainly	okay . and how certainly has it been hurting	False	-0.0731546343
y	y	how long have you had the pain	okay , i 'm sorry to hear that . about how long has the pain persisted	okay	ok	ok , i 'm sorry to hear that . about how long has the pain persisted	False	-0.0725022059
n	n	how long have you had the pain	can you tell me how long this has happened	happened	come	can you tell me how long this has come	False	-0.0723176296
n	n	how long have you had the pain	okay . and how long has it been hurting	long	still	okay . and how still has it been hurting	False	-0.0705189432
y	y	how long have you had the pain	okay , i 'm sorry to hear that . about how long has the pain persisted	persisted	existed	okay , i 'm sorry to hear that . about how long has the pain existed	False	-0.0700074304
n	n	how frequent is the pain	can you tell me how often it hurts	often	always	can you tell me how always it hurts	False	-0.0770366441
n	n	how frequent is the pain	can you tell me how often it hurts	often	necessarily	can you tell me how necessarily it hurts	False	-0.0447537533
n	n	how frequent is the pain	how often does it hurt	hurt	influence	how often does it influence	False	-0.0425735316
n	n	how frequent is the pain	how often does your back hurt	often	always	how always does your back hurt	False	-0.0305813579
n	n	how frequent is the pain	so how often does your back hurt	often	always	so how always does your back hurt	False	-0.0305813579
n	n	how frequent is the pain	how often do you experience the pain	pain	spite	how often do you experience the spite	False	-0.0302241643
n	n	how frequent is the pain	how often does it hurt	hurt	wrong	how often does it wrong	False	-0.0283233049
n	n	how frequent is the pain	so how often does your back hurt	hurt	gotten	so how often does your back gotten	False	-0.0267123586
n	n	how frequent is the pain	how often does your back hurt	hurt	gotten	how often does your back gotten	False	-0.0267123586
n	n	how frequent is the pain	can you tell me how often it hurts	tell	know	can you know me how often it hurts	False	-0.0248159781
n	n	how frequent is the pain	how often does it hurt	often	always	how always does it hurt	False	-0.0247539033
n	n	how frequent is the pain	how often does it hurt	hurt	worry	how often does it worry	False	-0.0243706964
n	n	how frequent is the pain	how often does it hurt	hurt	risk	how often does it risk	False	-0.0212463038
y	y	how frequent is the pain	how often does it hurt	often	repeatedly	how repeatedly does it hurt	False	-0.0195140334
n	n	how frequent is the pain	can you tell me how often it hurts	hurts	affects	can you tell me how often it affects	False	-0.0176740148
n	n	how frequent is the pain	how often does it hurt	hurt	affect	how often does it affect	False	-0.0169926504
y	y	how frequent is the pain	can you tell me how often it hurts	often	rarely	can you tell me how rarely it hurts	False	-0.0154572371
n	n	how frequent is the pain	how often does it hurt	hurt	impact	how often does it impact	False	-0.0143511061
n	n	how frequent is the pain	how frequent is the pain	pain	spite	how frequent is the spite	False	-0.0140499311
y	y	how frequent is the pain	how often does your back hurt	often	repeatedly	how repeatedly does your back hurt	False	-0.0139857548
y	y	how frequent is the pain	so how often does your back hurt	often	repeatedly	so how repeatedly does your back hurt	False	-0.0139857548
n	n	how frequent is the pain	can you tell me how often it hurts	tell	nobody	can you nobody me how often it hurts	False	-0.013983122
n	n	how frequent is the pain	how often does it hurt	hurt	blame	how often does it blame	False	-0.013695979
n	n	how frequent is the pain	how often does it hurt	hurt	afraid	how often does it afraid	False	-0.0135591689
n	p	how frequent is the pain	can you tell me how often it hurts	often	sometimes	can you tell me how sometimes it hurts	False	-0.0128840211
y	y	how frequent is the pain	can you tell me how often it hurts	often	constantly	can you tell me how constantly it hurts	False	-0.0114163541
y	y	how frequent is the pain	how often do you experience the pain	experience	feel	how often do you feel the pain	False	-0.0096324254
n	y	how frequent is the pain	how frequent is the pain	pain	annoyance	how frequent is the annoyance	False	-0.0093811842
y	y	how frequent is the pain	how often do you experience the pain	experience	suffer	how often do you suffer the pain	False	-0.009278769
n	n	how frequent is the pain	how often do you experience the pain	often	always	how always do you experience the pain	False	-0.0085099618
n	n	how frequent is the pain	how often does it hurt	often	increasingly	how increasingly does it hurt	False	-0.007470598
n	n	how frequent is the pain	how often does it hurt	hurt	break	how often does it break	False	-0.0071863033
y	y	how frequent is the pain	how frequent is the pain	pain	suffering	how frequent is the suffering	False	-0.0068392392
n	n	how frequent is the pain	how often does it hurt	hurt	cut	how often does it cut	False	-0.0043528914
y	y	how frequent is the pain	how often does it hurt	often	rarely	how rarely does it hurt	False	-0.0019968881
n	n	how frequent is the pain	how often do you experience the pain	often	sometimes	how sometimes do you experience the pain	False	-0.0014499095
y	y	how frequent is the pain	how frequent is the pain	frequent	occasional	how occasional is the pain	False	-0.0009089443
y	y	how frequent is the pain	so how often does your back hurt	often	rarely	so how rarely does your back hurt	False	-0.0002787465
y	y	how frequent is the pain	how often does your back hurt	often	rarely	how rarely does your back hurt	False	-0.0002787465
n	n	how frequent is the pain	can you tell me how often it hurts	tell	knows	can you knows me how often it hurts	False	0.0009557755
y	y	how frequent is the pain	how often do you experience the pain	often	rarely	how rarely do you experience the pain	False	0.0009932467
n	n	how frequent is the pain	how often does your back hurt	back	away	how often does your away hurt	False	0.0015130735
n	n	how frequent is the pain	so how often does your back hurt	back	away	so how often does your away hurt	False	0.0015130735
n	n	how frequent is the pain	how often does it hurt	hurt	counter	how often does it counter	False	0.0016480329
n	n	how frequent is the pain	can you tell me how often it hurts	often	invariably	can you tell me how invariably it hurts	False	0.0018545192
y	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	morning	day	how about during a typical day . is it better during the day ? at night ? or in the middle of the day	True	-0.0662984139
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	night	time	how about during a typical day . is it better during the morning ? at time ? or in the middle of the day	False	-0.0489743873
y	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	typical	similar	how about during a similar day . is it better during the morning ? at night ? or in the middle of the day	False	-0.0391202459
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	morning	night	how about during a typical day . is it better during the night ? at night ? or in the middle of the day	False	-0.0314711207
n	p	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	middle	half	how about during a typical day . is it better during the morning ? at night ? or in the half of the day	False	-0.0251066601
n	y	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	typical	unusual	how about during a unusual day . is it better during the morning ? at night ? or in the middle of the day	False	-0.0155453608
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	night	thing	how about during a typical day . is it better during the morning ? at thing ? or in the middle of the day	False	0.0020365436
y	y	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	better	more	how about during a typical day . is it more during the morning ? at night ? or in the middle of the day	False	0.0074629394
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	night	moment	how about during a typical day . is it better during the morning ? at moment ? or in the middle of the day	False	0.0087262326
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	day	today	how about during a typical today . is it better during the morning ? at night ? or in the middle of the day	False	0.0111632838
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	day	today	how about during a typical day . is it better during the morning ? at night ? or in the middle of the today	False	0.0111632838
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	night	morning	how about during a typical day . is it better during the morning ? at morning ? or in the middle of the day	False	0.0179340851
y	y	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	middle	mid	how about during a typical day . is it better during the morning ? at night ? or in the mid of the day	False	0.0180574167
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	night	right	how about during a typical day . is it better during the morning ? at right ? or in the middle of the day	False	0.0199006309
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	morning	afternoon	how about during a typical day . is it better during the afternoon ? at night ? or in the middle of the day	False	0.0236374125
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	morning	sunday	how about during a typical day . is it better during the sunday ? at night ? or in the middle of the day	False	0.0244766563
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	morning	evening	how about during a typical day . is it better during the evening ? at night ? or in the middle of the day	False	0.0267610248
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	morning	friday	how about during a typical day . is it better during the friday ? at night ? or in the middle of the day	False	0.0364874232
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	night	afternoon	how about during a typical day . is it better during the morning ? at afternoon ? or in the middle of the day	False	0.0415225296
n	p	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	middle	halfway	how about during a typical day . is it better during the morning ? at night ? or in the halfway of the day	False	0.0421724769
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	morning	monday	how about during a typical day . is it better during the monday ? at night ? or in the middle of the day	False	0.0470354416
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	day	week	how about during a typical day . is it better during the morning ? at night ? or in the middle of the week	False	0.0487715846
n	p	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	day	week	how about during a typical week . is it better during the morning ? at night ? or in the middle of the day	False	0.0487715846
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	middle	area	how about during a typical day . is it better during the morning ? at night ? or in the area of the day	False	0.0494177372
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	night	date	how about during a typical day . is it better during the morning ? at date ? or in the middle of the day	False	0.0495566921
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	middle	balance	how about during a typical day . is it better during the morning ? at night ? or in the balance of the day	False	0.0532603083
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	day	morning	how about during a typical day . is it better during the morning ? at night ? or in the middle of the morning	False	0.0533355779
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	day	morning	how about during a typical morning . is it better during the morning ? at night ? or in the middle of the day	False	0.0533355779
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	night	friday	how about during a typical day . is it better during the morning ? at friday ? or in the middle of the day	False	0.0560147006
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	night	saturday	how about during a typical day . is it better during the morning ? at saturday ? or in the middle of the day	False	0.0623546149
n	y	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	middle	midst	how about during a typical day . is it better during the morning ? at night ? or in the midst of the day	False	0.0724244127
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	day	tomorrow	how about during a typical tomorrow . is it better during the morning ? at night ? or in the middle of the day	False	0.0770300734
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	day	tomorrow	how about during a typical day . is it better during the morning ? at night ? or in the middle of the tomorrow	False	0.0770300734
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	day	afternoon	how about during a typical afternoon . is it better during the morning ? at night ? or in the middle of the day	False	0.0771836426
y	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	day	afternoon	how about during a typical day . is it better during the morning ? at night ? or in the middle of the afternoon	False	0.0771836426
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	middle	east	how about during a typical day . is it better during the morning ? at night ? or in the east of the day	False	0.0775040888
n	n	is the pain worse morning or night	how about during a typical day . is it better during the morning ? at night ? or in the middle of the day	night	event	how about during a typical day . is it better during the morning ? at event ? or in the middle of the day	False	0.0866662565
